,Annonce réelle,Chemin_Audio
130,"Voie numéro 11, voie numéro 11, votre train entre en gare pour votre sécurité. Merci de bien vouloir vous éloigner de la bordure du quai, d'attendre l'arrêt complet du train avant de prendre place à bord.",D:/projet_hachathon/Audios/Fichiers_son/0087271007-VOX@NET_GL1-20230905-161837-010f54c5-5e6e-4212-b99b-92d35c353e99.wav
131,Mesdames Messieurs je reviens vers les voyageurs du TER  France C14 à destination de Compiègne pour un départ initialement prévu à 16h36 que 5 Min de retard sont à prévoir en raison de conditions de départ non réunis,D:/projet_hachathon/Audios/Fichiers_son/0087271007-VOX@NET_GL1-20230905-161858-3c06f93a-4c99-4686-bcce-2985563e3043.wav
132,"Mesdames, Messieurs, j'informe les voyageurs du TGV lyria 9765, départ initialement prévu 10h18 à destination de Genève que votre accueil embarquement vient de débuter sur la voie G, vous y avez accès depuis le 1 et le hall 3. Je vous rappelle également que votre TGV subira un retard au départ de 40 Min suite à une sortie tardive du technicentre. Merci de votre écoute.",D:/projet_hachathon/Audios/Fichiers_son/0087686006-Pupitre_COE_2_gauche-20230906-103317-f4f27ace-0615-4337-803b-2bbbe40f11c8.wav
133,"Mesdames, Messieurs sur la voie A je vous informe que les portes de votre TGV à destination de Nice sont maintenant déverrouiller. Je vous invite à prendre place à bord en vous souhaitant un bon voyage. Voilà.",D:/projet_hachathon/Audios/Fichiers_son/0087686006-Pupitre_COE_2_gauche-20230906-110022-196583bc-1cc6-4d2f-887c-d1ebc44cd011.wav
134,"Mesdames, Messieurs, votre attention s'il vous plaît, j'informe les voyageurs du train Train Italia 66-51 à destination de Lyon Perrache. Départ prévu 14h26 qu votre train Train Italia est désormais mise en place à la voie h, accessible uniquement depuis le hall numéro 1. Vous pouvez donc dès à présent réaliser votre accueil embarquement et nous vous souhaitons un agréable voyage.",D:/projet_hachathon/Audios/Fichiers_son/0087686006-Pupitre_COE_2_gauche-20230802-140258-9e0b04f1-45ff-400e-b33c-4ed1396d4728.wav
135,"Mesdames, Messieurs sur la voie 11, je rappelle aux voyageurs à destination de Barcelone que votre TGV numéro 97 15. Et situées à l'avant du quai entre les repères V et Z et que ces voitures seront numérotées de 18 à 11 pour les voyageurs à destination de Perpignan, pour le TGV numéro 6049, vos voitures sont numérotées de 8 à 1 et sont situées en tout début de quais à l'arrière du train, entre les repères R et U Mesdames, Messieurs, merci de votre attention.",D:/projet_hachathon/Audios/Fichiers_son/0087686006-Pupitre_COE_2_gauche-20230802-144526-272b33c4-1a29-4d5d-9d81-fed62b8841f7.wav
136,"Mesdames, Messieurs, j'informe les voyageurs du TGV inouï. 6711, départ à 18h52 en direction de Mulhouse. Que votre train va être mis en place à la voie.J En attendant l'arrivée de votre train en gare, je vous invite à réaliser votre embarquement et à patienter sur le quai en fonction de votre numéro de voitures. Mesdames, Messieurs, lorsque vous accéderez au quai, je vous invite déjà présent à vous tenir éloignés de la bordure du quai. Merci.",D:/projet_hachathon/Audios/Fichiers_son/0087686006-Pupitre_COE_2_gauche-20230802-182647-15a34b41-b1f6-40e5-b684-aab9817f3fe4.wav
137,"Mesdames, Messieurs Je rappelle aux voyageurs des TGV 6127 départ initial 18h38 en direction de Marseille dont le départ sera différé de 40 Min et les voyageurs du TGV 6951 départ initial 18h46 en direction de Annecy dont le départ sera différé de 30 Min Que ces retards font ensuite à la réutilisation de vos trains à retarder en ligne En effet la chute d un arbre sur les voies entraîné des retards sur vos trains à l arrivée et cela pour conséquence des retards sur vos trains au départ Merci de patienter sur les hall d attente",D:/projet_hachathon/Audios/Fichiers_son/0087686006-Pupitre_COE_2_gauche-20230802-183033-5ac1495c-9eb1-46fc-abbc-c2505501dfcd.wav
138,"Mesdames, Monsieur informe les voyageurs que le Transilien de 17h32 pour Montargis. Yaura un retard de 5 Min au départ de notre gares mesdames, monsieur, merci à tous de votre écoute, je reviendrai vers vous dès que j'aurai des informations supplémentaires.",D:/projet_hachathon/Audios/Fichiers_son/0087686006-Pup_Sec_COE_Droite-20230907-171801-210e16e1-8cf7-422b-8acc-bb047e200e79.wav
139,"Mesdames, Monsieurs à la voie A , je vous informe que votre TGV inouï. 6621 15h52 pour Lyon Perrache et maintenant accessible. Mesdames, Monsieurs, merci de votre écoute et vous souhaite à tous un bon voyage.",D:/projet_hachathon/Audios/Fichiers_son/0087686006-Pupitre_COE_2_gauche-20230910-153657-1933dd0f-d7dd-4e94-8859-835603d32373.wav
140,"Mesdames, Monsieurs, nous recherchons donc activement le ou la propriétaire d'un sac vert et un autre sac bleu. Et c'est face au restaurant prêt à manger dans le hall 1, l'oxyde, le ou la propriétaire de ce sac vers le sac bleu sont toujours présents. Ils sont priée de venir les récupérer immédiatement dans le hall 1 face au prêt-à-manger, ceci avant intervention des forces de l'ordre.",D:/projet_hachathon/Audios/Fichiers_son/0087686006-Pupitre_COE_2_gauche-20230910-170025-2dc12d27-1e65-49d4-9ce5-929e637dca32.wav
141,"Mesdames, Monsieurs, à la voie A, votre train est actuellement en cours de préparation, je vous invite à patienter devant les portes de vos voitures. Je répète à la voie A merci de patienter devant les portes de vos voitures. Votre TGV est actuellement en cours de préparation et de sa visite du TGV 6949. 17h46 pour. Écouter, je reviens vers vous dans quelques instants.",D:/projet_hachathon/Audios/Fichiers_son/0087686006-Pupitre_COE_2_gauche-20230910-172009-7e1459d2-5d0e-4ece-b83f-cb3c46a44ad3.wav
142,"Mesdames, Monsieurs le 18. 6127 18h38 pour Marseille et actuellement embarquement à la voie 23 depuis le hall numéro 2.",D:/projet_hachathon/Audios/Fichiers_son/0087686006-Pupitre_COE_2_gauche-20230910-180914-e00fb7df-6722-4e61-bf46-31c6c763c560.wav
143,"Mesdames, Monsieurs, je vous informe que le Transilien de 18h15 pour Moret Veneux-Les-Sablons est actuellement à l'embarquement à la voie M mais Monsieur Mesdames, tous et de votre écoute.",D:/projet_hachathon/Audios/Fichiers_son/0087686006-Pupitre_COE_2_gauche-20230910-180931-b79ad72e-752b-451f-bfb6-d7ca10c0a718.wav
144,"Mesdames Monsieurs, nous recherchons toujours activement le ou la propriétaire d'un sac bleu Marine. Mais Monsieur recherchons activement le propriétaire d'un sac bleu Marine laissée à la voie, 23 voitures 13 donc ciné ou la propriétaire est toujours présent. Il est prié de venir le récupérer immédiatement à la voie 23, voiture 13 et ceci avant tension des forces de l'ordre.",D:/projet_hachathon/Audios/Fichiers_son/0087686006-Pupitre_COE_2_gauche-20230910-181514-fe22addd-0da3-4c1a-b0c5-76e735fcd336.wav
145,"Mesdames, Monsieur à la voie 23, je vous rappelle que suite à un arrêt préfectoral, il est strictement interdit de fumer sur les quais de la gare. Je répète à la voie 23, il est strictement interdit de fumer sur les quais de la gare. Merci d'éteindre vos cigarettes mesdames, Monsieur, merci à tous ceux de votre écoute et bon voyage à tous.",D:/projet_hachathon/Audios/Fichiers_son/0087686006-Pupitre_COE_2_gauche-20230910-181923-878c5c31-820f-4630-8958-931c11a4df27.wav
146,"Mesdames, Monsieurs à la voie B attention, attention, je demanderais à l'ensemble des voyageurs de bien vérifier que vous avez rien oublier à bord du TGV. Je rappelle que tout objet laissée à bord du TGV peut entraîner l'intervention des forces de l'ordre et même la destruction de vos bagages. Merci donc de bien vérifier que vous avez tout vos effets personnels avec vous, mais Monsieur merci à tous de votre écoute.",D:/projet_hachathon/Audios/Fichiers_son/0087686006-Pupitre_COE_2_gauche-20230910-203142-1c3d6795-57f9-4374-8024-3283081f45d3.wav
147,"Mesdames, Monsieurs à la voie L, merci aux voyageurs de bien vérifier que vous avez tout vos effets personnels avec vous. Je vous rappelle que toute valise, sacoche ou autre laissée à bord du TGV peut entraîner l'intervention des forces de l'ordre. Merci de bien vérifier donc que vous avez tout vos effets personnels avec vous avant de quitter la gare.",D:/projet_hachathon/Audios/Fichiers_son/0087686006-Pupitre_COE_2_gauche-20230910-203808-2a6161a9-6158-4d87-a67d-3f57e82269a1.wav
148,"Mesdames Monsieur, bienvenue en gare de Paris gare de Lyon. Merci à l'ensemble des voyageurs de bien vérifier que vous avez tous vos effets personnels avec vous. Je vous rappelle que tout sac, valise ou autre laissée à bord d'un TGV peut entraîner intervention des forces de l'ordre et même du service de déminage. Merci donc de bien vérifier que vous avez tous vos effets personnels avant de partir de la gare. Merci à tous ceux de votre écoute. Et vous souhaite à tous une bonne soirée.",D:/projet_hachathon/Audios/Fichiers_son/0087686006-Pupitre_COE_2_gauche-20230910-204457-0f4c697f-fc1f-4e4b-8249-3980bf968b4c.wav
149,"Mesdames, Monsieurs, nous recherchons activement le ou la propriétaire d'un cartable bleu laissée à la voie K dans le TGV 7882, dans le train en provenance de Perpignan. Mesdames Monsieurs, je répète, nous recherchons activement le ou la propriétaire d'un cartable bleu laissée dans le TGV. Ouigo 7882, en provenance de Perpignan. Mesdames Monsieurs, je répète, nous recherchons activement le ou la propriétaire d'un cartable bleu laissée à la voie K dans le TGV ouigo 7882 en provenance de Perpignan s'il le ou la propriétaire de se bagage est toujours présent, il est prié de venir récupérer immédiatement à la voie K.",D:/projet_hachathon/Audios/Fichiers_son/0087686006-Pupitre_COE_2_gauche-20230910-205052-ee4324ad-041c-4061-ac6b-a301c7b44d16.wav
150,"Annonce de service, votre attention s'il vous plaît, le service de douane n'est attendue au point groupe à côté de la voie 24. Je répète, le service de douane est attendu au point groupe à côté de la voie 24. Merci.",D:/projet_hachathon/Audios/Fichiers_son/0087391003-COE_2-20230910-123418-e1a9f49c-97ce-4d3f-bab3-c1e3a623912e.wav
151,"Votre attention s'il vous plaît, le ou la propriétaire d'une valise bleue Marine laissée sans surveillance dans le TGV numéro 8534 en provenance de Hendaye voie 7 cette voiture 18 est prié de venir le récupérer de toute urgence avant intervention des services de sécurité. Je répète, Mesdames, Messieurs, le ou la propriétaire d'une valise bleue Marine laissée sans surveillance dans le TGV numéro 8534 en provenance de Hendaye voie 7 voiture 18 est prié de venir là récupérer de toute urgence avant intervention des services de sécurité.",D:/projet_hachathon/Audios/Fichiers_son/0087391003-COE_2-20230910-143302-23c5237a-2c5b-4fe6-aa18-a69cd2df39f7.wav
152,"Mesdames, Messieurs, votre attention, s'il vous plaît. Voie numéro 3, la rame pour Toulouse 6U se situe au niveau du butoir en entrée de quai et la rame pour Arcachon se situe à l'avant du quai côté. Pasteur.",D:/projet_hachathon/Audios/Fichiers_son/0087391003-COE_2-20230910-145444-3aa084a6-113f-44e2-aa47-55fdf505ed1c.wav
153,"Voie 3, attention à la fermeture automatique des portes. Le départ est imminent. Voie numéro 3 attention à la fermeture automatique des portes. Le départ est imminent.",D:/projet_hachathon/Audios/Fichiers_son/0087391003-COE_2-20230910-150942-a2ac0935-750f-4acc-a97f-ceff888abb69.wav
154,"Mesdames, Messieurs voie 2, attention à la fermeture automatique des portes. Le départ du train et imminent je répète voie 2, attention à la fermeture des portes. Le départ du train et imminent.",D:/projet_hachathon/Audios/Fichiers_son/0087391003-COE_2-20230910-155748-15d08d76-4e88-41e6-9940-cd32bd5c1f2d.wav
155,"Votre train voie 7 entre en gare, veuillez vous éloigner de la bordure du quai s'il vous plaît. Je répète votre train voie 7 entre en gare, veuillez immédiatement vous éloigner de la bordure du quai. Merci.",D:/projet_hachathon/Audios/Fichiers_son/0087391003-COE_2-20230910-172431-5c640e6a-d4a0-4c5d-b410-9dc00cd95f9e.wav
156,Je votre attention s'il vous plaît. Cette annonce s'adresse uniquement aux voyageurs du TGV 8461 à destination de Bordeaux. Votre train partira de la voie 1. Info.,D:/projet_hachathon/Audios/Fichiers_son/0087391003-COE_2-20230910-213756-c1784dc7-03e5-43ed-8eb1-9eccae888007.wav
157,"Mesdames, Messieurs, voie numéro 9, nous invitons les utilisateurs de trottinettes bien vouloir descendre de leurs véhicules, c'est interdit. L'usage des trottinettes est interdit en gare. Merci.",D:/projet_hachathon/Audios/Fichiers_son/0087391003-COE_2-20230910-235808-3445d786-948f-4d4c-9270-fc42fd10a8d3.wav
158,"Merci aux voyageurs étant arrivé voie numéro 9 de bien rester de leur côté du quai afin de faciliter la montée des voyageurs. Voie numéro 8. Je répète, Mesdames, Messieurs, je demande aux voyageurs arrivés voie numéro 9 de bien rester de leur côté du quai afin de faciliter la montée des voyageurs. Voie numéro 8.",D:/projet_hachathon/Audios/Fichiers_son/0087391003-COE_2-20230901-171146-25d0a47e-898d-46e9-a9ec-541109b65908.wav
159,"Mesdames, messieurs,  voie numéro 9, prenez garde à la fermeture automatique des portes, le départ et maintenant voie numéro 9, prenez garde à la fermeture automatique des portes. Le départ et imminent.",D:/projet_hachathon/Audios/Fichiers_son/0087391003-COE_2-20230901-180014-f7cc0a3c-27e6-4be1-91af-9483ac532294.wav
160,Voie 4 votre attention s il vous plaît je vous rappelle que sur la voie numéro 5 se situe vos TGV numéro 8592 à destination de Tarbes et 8551 à destination de Hendaye Départ prévu 18h10 et sur la voie numéro 4 va arriver votre TGV numéro 8345 à destination de Poitiers 8319 à destination de Tours Départ prévu 18h31 Je t invite annonce,D:/projet_hachathon/Audios/Fichiers_son/0087391003-COE_2-20230901-180452-c6cd8f14-f8e4-40a0-a977-253520cd518d.wav
161,"Voie 1 votre train entre en gare, Éloignez vous de la bordure du quai voie numéro une, votre train rentre en gare, éloignez vous de la bordure du quai.",D:/projet_hachathon/Audios/Fichiers_son/0087391003-COE_2-20230901-182300-d9b2e13d-0a50-4405-aa2c-58e646caf3fc.wav
162,"Voie numéro 21, attention à la fermeture des portes, votre train va partir voie 21 voie 21 attention à la fermeture des portes, votre train est au départ, merci.",D:/projet_hachathon/Audios/Fichiers_son/0087391003-COE_1-20230901-182549-e7f11891-6b88-4290-b850-5594f271c751.wav
163,"Voie numéro 6 et voie numéro 7, votre attention s'il vous plaît. Un TGV arrive voie numéro 7, un TGV arrive voie numéro 7 pour votre sécurité et pour une gestion de flux optimal. Je demande passagers de la voie 6 de se tenir sur la gauche du quai, s'il vous plaît, Mesdames, Messieurs, je vous demande de vous tenir sur la gauche du quai afin de faciliter la sortie des passagers qui arrivent. Voie numéro 7, Mesdames, Monsieur, merci pour votre collaboration.",D:/projet_hachathon/Audios/Fichiers_son/0087391003-COE_2-20230906-140216-d68d44e6-7051-4cce-9658-af0d60fd5996.wav
164,"Numéro 2, le départ de votre TGV est imminent attention à la fermeture des portes, je vous invite à monter à bord le plus rapidement possible. Voie numéro 2, votre TGV va quitter la gare. Mesdames, Monsieur, merci.",D:/projet_hachathon/Audios/Fichiers_son/0087391003-COE_2-20230906-140625-2430b106-6663-4e56-ab58-c7307e5c8c13.wav
165,"Mesdames, Messieurs, j'informe les voyageurs à destination de Brest et Quimper. 18h43, initialement prévues votre TGV et malheureusement dans un périmètre de sécurité liées à un bagage abandonné à proximité. Par conséquent, nous sommes dans l'obligation de faire intervenir une équipe de déminage. Votre TGV et pour le moment retardé de 5 Min. Je reviendrai vers vous pour faire le point d'ici quelques instants.",D:/projet_hachathon/Audios/Fichiers_son/0087391003-COE_2-20230906-183112-ac66c433-bcf9-4ae1-91cc-c32b1e4a4c90.wav
166,"Mesdames, Messieurs, voie numéro 15, voie numéro 15 pour le départ à destination de Rambouillet. Je vous rappelle que seuls l'avant du train prend des voyageurs, merci de vous avancer en début de quai pour accéder à vos voitures. Train à destination de Rambouillet, avancer vous en début de quais. Pour accéder à vos voitures.",D:/projet_hachathon/Audios/Fichiers_son/0087391003-COE_1-20230906-203136-275e0c80-2e26-4557-acbc-b3320afd1ef0.wav
167,Voie numéro 3 votre attention s il vous plaît je vous rappelle que votre TGV numéro 8871 à destination de Nantes Départ prévu 10h30 desservir à l égard de Le Mans Angers Saint Lo et Nantes son terminus,D:/projet_hachathon/Audios/Fichiers_son/0087391003-COE_2-20230907-100725-16c06269-60f0-4f8d-96aa-5ba79076e7de.wav
168,"Votre attention s'il vous plaît, votre attention, s'il vous plaît, Madame talmont, Madame Talmont est prié de se présenter à l'espace de vente situé près de la voie numéro une, Madame Talmont et priée de se présenter à l'espace de vente près de la voie numéro une.",D:/projet_hachathon/Audios/Fichiers_son/0087391003-COE_1-20230907-110345-52fc31ca-4ffb-4b0a-aa08-d817847238dd.wav
169,"Voyageurs du ouigo, numéro 7615 que vous n'êtes pas autorisé à emprunter le TGV voie numéro une. Merci de retourner sur le quai transversal.",D:/projet_hachathon/Audios/Fichiers_son/0087391003-COE_2-20230907-125658-0c58b31e-ad2a-4e90-9beb-73b5e5adc1b1.wav
170,"Voie une prenez garde à la fermeture automatique des portes, le départ et voie numéro une. Prenez garde à la fermeture automatique des portes. Le départ et imminent.",D:/projet_hachathon/Audios/Fichiers_son/0087391003-COE_2-20230907-125854-ada074b8-cafa-4fae-8c52-635343f2b1b2.wav
171,"Voie 5 pour les voyageurs du TGV numéro 8875 à destination de Nantes. Je vous rappelle que vous desservir et les gares de le Mans, Sablé-Sur-Sarthe, Angers, Saint-Laud et une entre son terminus.",D:/projet_hachathon/Audios/Fichiers_son/0087391003-COE_2-20230907-130857-1c410be4-25d5-49d4-8329-eac2f1fb16c8.wav
172,Les voyageurs du train ouigo numéro 7615 à destination de Quimper Départ initialement prévu 12h47 Mesdames Messieurs je vous informe que votre train ouigo est actuellement en cours d acheminement depuis nos ateliers de Bercy Je vous rappelle qu un retard au départ de environ 1 h et à prévoir Mesdames Messieurs ce retard est une estimation il est susceptible d évoluer à la hausse ou à la baisse Je vous demande donc de bien rester attentif aux annonces et aux affichages en gare La 2,D:/projet_hachathon/Audios/Fichiers_son/0087391003-COE_2-20230907-131150-cfdf4110-8639-4324-b09d-ce9f0913f060.wav
173,"Mesdames, Messieurs, prochain départ à destination de Dreux. Départ prévu à 17h43. Départ voie numéro 16 17h43 Dreux départ voie numéro 16.",D:/projet_hachathon/Audios/Fichiers_son/0087391003-COE_1-20230907-173525-c1404d1a-5a1e-45f0-ae95-59046b58cb5c.wav
174,"Voie numéro 5, voie numéro 5, votre train entre en gare pour votre sécurité, éloignez vous de la bordure du quai voie numéro 5, votre train va entrer en gare. Merci de rester éloignés de la bordure du quai. Ne tentez pas de monter à bord du train jusqu'à son arrêt complet voie numéro 5, éloignez vous du bord du quai.",D:/projet_hachathon/Audios/Fichiers_son/0087391003-COE_2-20230907-173620-51cc7a6b-1344-4e23-a239-cdb200e5ff43.wav
175,"Mesdames, Messieurs, voie numéro 20, seuls la seconde partie du train prend les voyageurs voie 20. Seule la seconde partie du train prend les voyageurs. L'arrière du train restera en gare voie 20. L'arrière du train reste en gare, seule la seconde partie du train prend les voyageurs.",D:/projet_hachathon/Audios/Fichiers_son/0087391003-COE_1-20230907-181439-598e10d9-0718-4632-baa5-5e07dcee0cef.wav
176,Voie 20 voie 20  départ imminent pour les garde à la fermeture automatique des portes. Attention au départ.,D:/projet_hachathon/Audios/Fichiers_son/0087391003-COE_1-20230907-181834-1a6638cf-b18b-4ab4-8056-fd2444d43308.wav
177,"Voie une prenez garde à la fermeture automatique des portes, le départ et n'en voie numéro une. Prenez garde à la fermeture automatique des portes. Le départ et imminent.",D:/projet_hachathon/Audios/Fichiers_son/0087391003-COE_2-20230907-125854-ada074b8-cafa-4fae-8c52-635343f2b1b2 (1).wav
178,"Voyageurs du ouigo, numéro 7615 que vous n'êtes pas autorisé à emprunter le TGV voie numéro 1 Merci de retourner sur le quai transversal.",D:/projet_hachathon/Audios/Fichiers_son/0087391003-COE_2-20230907-125658-0c58b31e-ad2a-4e90-9beb-73b5e5adc1b1 (1).wav
179,"Je vous rappel que votre TGV à destination de Poitiers, tours est en cours d'acheminement, il arrivera en gare que d'ici quelques minutes. Dès à présent, les paramètres de sécurité sur la voie 6 restez bien éloigner de la bordure du quai.",D:/projet_hachathon/Audios/Fichiers_son/0087391003-COE_2-20230906-181450-d183f7b9-c067-45ee-93d5-72848c4e131f.wav
180,"Ce train ne prend pas de voyageurs. Voie numéro 12, ce train ne prend pas de voyageur.",D:/projet_hachathon/Audios/Fichiers_son/0087391003-COE_1-20230904-211402-4837eaa2-0f5f-496b-89d9-1e5f6dec0e70.wav
181,Voie 12 ce train ne prend pas de voyageurs 12 au 12. Ce train ne prend pas de voyageur.,D:/projet_hachathon/Audios/Fichiers_son/0087391003-COE_1-20230905-080055-03452990-df5f-477f-943e-4e200368fee6.wav
182,Voie 16 ce train ne prend pas de voyageurs. Voie de Meaux 16 ne prend pas de voyageur.,D:/projet_hachathon/Audios/Fichiers_son/0087391003-COE_1-20230902-190348-e6120d17-6385-49dc-b167-a36e0f576818.wav
183,"Voie numéro 7  Attention à la fermeture des portes, votre train va partir voie numéro 7, voie de Meaux 7 attention à la fermeture des portes le train et au départ.",D:/projet_hachathon/Audios/Fichiers_son/0087391003-COE_1-20230905-064219-593f45ad-191a-4d12-8b48-174e4dad27a5.wav
184,"Voie 7 votre train est prêt au départ. Veuillez embarquer. Je répète, voie numéro 7, le train est prêt au départ, veuillez monter à bord du train immédiatement.",D:/projet_hachathon/Audios/Fichiers_son/0087391003-COE_2-20230905-105531-9946b6eb-1ee0-4e1b-a776-496c3071cd0c.wav
185,"1 un train entre en gare, Éloignez vous de la bordure du quai voie numéro 01h01, train rentre en gare, Éloignez vous de la bordure du quai. C'est bien.",D:/projet_hachathon/Audios/Fichiers_son/0087391003-COE_2-20230902-210953-5d737e42-ca61-42d0-a111-ee9c27ebeee1.wav
186,"Voie numéro 11 voie de numéro 11. Ce train ne prend pas de voyageurs, voie numéro 11 numéro 11. Ce train ne prend pas de voyageurs. Merci de bien vouloir descendre du train et n'oublier aucun effet personnel.",D:/projet_hachathon/Audios/Fichiers_son/0087391003-COE_1-20230905-072757-04cee149-5d14-40ed-ae7c-2cc3f3545156.wav
187,"Voie numéro 4, j'invite les voyageurs à prendre place immédiatement à bord du train ouigo. Je répète voie numéro 4, j'invite les voyageurs à prendre place immédiatement à bord du train ouigo.",D:/projet_hachathon/Audios/Fichiers_son/0087391003-COE_2-20230904-124316-d140c989-bb2a-4d89-8f6f-0cd879b2f66a.wav
188,"Voie numéro 8. Je vous informe que la partie arrière de votre train ne prend pas de voyageurs. Merci d'avancer vers l'avant du quai afin de pouvoir embarquer. Je répète, Mesdames, Messieurs, voie numéro 8, la première partie de votre train ne prend pas de voyageurs. Merci d'avancer vers l'avant du quai avant de pouvoir embarquer.",D:/projet_hachathon/Audios/Fichiers_son/0087391003-COE_2-20230903-185535-ca8534c9-49fe-44bd-a0a7-ed98bb5c8b48.wav
189,"Voie 19, votre train destination de Chartres, la montée se fera à l'avant du quai, l'arrière reste en gare. Je répète voie 19, votre train à destination de Chartres. La montée se fera l'avant du quai, l'arrière restant en gare. Merci.",D:/projet_hachathon/Audios/Fichiers_son/0087391003-COE_1-20230904-080618-173e1347-df4f-4c90-a247-228851c76ceb.wav
190,"Message pour le service, message pour le service, ceci est un test de sonorisation.",D:/projet_hachathon/Audios/Fichiers_son/0087113001-Pupitres-20230910-075116-432bf59d-7fa8-403d-93f5-77e1974799b8.wav
191,"Mesdames, Messieurs, voie 26. Merci de patienter quelques instants devant les porte embarquement.",D:/projet_hachathon/Audios/Fichiers_son/0087113001-Pupitres-20230909-125253-a78b8d8d-46cb-4a37-94f7-17951ec30628.wav
192,"Mesdames, Messieurs votre attention s il vous plaît je m adresse aux voyageurs à destination de Meaux je vous informe que votre train partira de la voie 13 avec un retard de 10 Min environ Merci de votre attention",D:/projet_hachathon/Audios/Fichiers_son/0087113001-Pupitres-20230909-165742-ec39e269-3909-46dd-9529-146a79bf3e8e.wav
193,"Mesdames, Messieurs, Bonjour votre attention s'il vous plaît. Une alerte orange Météo France canicule est en cours. la SNCF vous invite à vous hydrater régulièrement et à emporter de l'eau pour votre voyage. Merci également de rester attentif envers les autres voyageurs et n'hésitez pas à solliciter les agents gares en cas de difficulté.",D:/projet_hachathon/Audios/Fichiers_son/0087113001-Pupitres-20230909-142725-36cc71a1-a794-4779-acf6-978be4b6ba7b.wav
194,"Voie 16  attention, la rame situées à l'arrière reste en gare voie 16 voie 16. Attention, la rame situe à l'arrière ne prend pas de voyageurs voie 16 voie 16. Attention, la rame situées à l'arrière reste en gare. Merci d'avancer vers l'avant du train.",D:/projet_hachathon/Audios/Fichiers_son/0087113001-Pupitres-20230909-223629-da7ab117-19b4-455d-abe2-eda1594219e6.wav
195,"Voie numéro 16, votre TER est pris au départ, éloignez vous de la bordure, ne genez pas la fermeture automatique des portes. Attention au départ voie 16, votre train va partir.",D:/projet_hachathon/Audios/Fichiers_son/0087271007-VOX@NET_GL1-20230911-222752-9e07f4b9-6c81-447f-8a03-31097fd2ba34.wav
196,"Voie numéro 11, voie numéro 11, votre train rentre en gare, merci de vous tenir éloignés de la bordure du quai, merci d'attendre l'arrêt complet de votre train avant de prendre place à bord.",D:/projet_hachathon/Audios/Fichiers_son/0087271007-VOX@NET_GL1-20230911-163007-af0a4a15-dadf-4960-bb9e-3b48c1c44fd4.wav
197,"Voie numéro 9, voie numéro 9, votre train rentre en gare, merci de vous tenir éloignés de la bordure du quai, merci d'attendre l'arrêt complet de du train ainsi que la descente des voyageurs avant de prendre place à bord.",D:/projet_hachathon/Audios/Fichiers_son/0087271007-VOX@NET_GL1-20230911-171928-25efb015-c98e-45cb-b452-ca9b2fda97f9.wav
198,"Voie 11, votre TER à destination de Creil entre en gare. Pour votre sécurité, éloignez vous de la bordure du quai, Attendez l'arrêt complet du train ainsi que la descente et les voyageurs. Avant de prendre place à bord voie 11, votre TER à destination de Creil entre en gare.",D:/projet_hachathon/Audios/Fichiers_son/0087271007-VOX@NET_GL1-20230911-210945-8cb234bb-646e-4af4-afbe-a3e1d77267db.wav
199,"Voie numéro 11, voie numéro 11. Vos TGV vont pouvoir partir. Prenez garde à la fermeture automatique des portes, attention au départ voie 11, vos TGV sont prêts au départ. Veuillez ne pas gêner la fermeture automatique des portes. Attention au départ.",D:/projet_hachathon/Audios/Fichiers_son/0087271007-VOX@NET_GL1-20230910-213301-caa9dd1c-95f5-4629-925d-888b6ee65f64.wav
